t_s,target_a,voltage_v,current_a,setpoint_echo_a,temp_c,runtime_s,fan,raw,flags
24.1204,1.15,12.92620849609375,1.1500864028930664,1.1500009298324585,34.94852828979492,5,0,DF 07 03 08 16 01 02 C0 D1 4E 41 08 36 93 3F 05 00 00 00 4B CB 0B 42 3B 33 93 3F 1E,
24.2551,1.15,12.92591667175293,1.1502156257629395,1.1500009298324585,34.979026794433594,5,0,DF 07 03 08 16 01 02 8E D0 4E 41 44 3A 93 3F 05 00 00 00 86 EA 0B 42 3B 33 93 3F B7,
24.4123,1.15,12.925874710083008,1.1502554416656494,1.1500009298324585,34.979026794433594,5,0,DF 07 03 08 16 01 02 62 D0 4E 41 92 3B 93 3F 05 00 00 00 86 EA 0B 42 3B 33 93 3F 94,
24.5027,1.15,12.925289154052734,1.150130033493042,1.1500009298324585,35.0099983215332,5,0,DF 07 03 08 16 01 02 FC CD 4E 41 76 37 93 3F 05 00 00 00 3D 0A 0C 42 3B 33 93 3F 45,
24.6149,1.15,12.925329208374023,1.1501145362854004,1.1500009298324585,35.0099983215332,5,0,DF 07 03 08 16 01 02 26 CE 4E 41 F4 36 93 3F 05 00 00 00 3D 0A 0C 42 3B 33 93 3F 9D,
24.7268,1.15,12.925207138061523,1.150167465209961,1.1500009298324585,35.04237747192383,5,0,DF 07 03 08 16 01 02 A6 CD 4E 41 B0 38 93 3F 05 00 00 00 65 2B 0C 42 3B 33 93 3F 17,
24.8174,1.15,12.925207138061523,1.1502554416656494,1.1500009298324585,35.04237747192383,5,0,DF 07 03 08 16 01 02 A6 CD 4E 41 92 3B 93 3F 05 00 00 00 65 2B 0C 42 3B 33 93 3F 32,
24.9075,1.15,12.92498779296875,1.1501877307891846,1.1500009298324585,35.07617950439453,5,0,DF 07 03 08 16 01 02 C0 CC 4E 41 5A 39 93 3F 05 00 00 00 02 4E 0C 42 3B 33 93 3F 93,
25.0422,1.15,12.924694061279297,1.1502234935760498,1.1500009298324585,35.07617950439453,6,0,DF 07 03 08 16 01 02 8C CB 4E 41 86 3A 93 3F 06 00 00 00 02 4E 0C 42 3B 33 93 3F 9A,
25.1098,1.15,12.924694061279297,1.15030837059021,1.1500009298324585,35.11046600341797,6,0,DF 07 03 08 16 01 02 8C CB 4E 41 4E 3D 93 3F 06 00 00 00 1E 71 0C 42 3B 33 93 3F 90,
25.2227,1.15,12.924604415893555,1.1501915454864502,1.1500009298324585,35.11046600341797,6,0,DF 07 03 08 16 01 02 2E CB 4E 41 7A 39 93 3F 06 00 00 00 1E 71 0C 42 3B 33 93 3F C6,
25.3133,1.15,12.924442291259766,1.1500980854034424,1.1500009298324585,35.145233154296875,6,0,DF 07 03 08 16 01 02 84 CA 4E 41 6A 36 93 3F 06 00 00 00 B8 94 0C 42 3B 33 93 3F C7,
25.4240,1.15,12.92388916015625,1.1501541137695312,1.1500009298324585,35.145233154296875,6,0,DF 07 03 08 16 01 02 40 C8 4E 41 40 38 93 3F 06 00 00 00 B8 94 0C 42 3B 33 93 3F 35,
25.5152,1.15,12.924100875854492,1.1501221656799316,1.1500009298324585,35.18071746826172,6,0,DF 07 03 08 16 01 02 1E C9 4E 41 34 37 93 3F 06 00 00 00 0E B9 0C 42 3B 33 93 3F E8,
25.6269,1.15,12.923847198486328,1.1501262187957764,1.1500009298324585,35.18071746826172,6,0,DF 07 03 08 16 01 02 14 C8 4E 41 56 37 93 3F 06 00 00 00 0E B9 0C 42 3B 33 93 3F D1,
25.6944,1.15,12.92388916015625,1.150102138519287,1.1500009298324585,35.216224670410156,6,0,DF 07 03 08 16 01 02 40 C8 4E 41 8C 36 93 3F 06 00 00 00 6A DD 0C 42 3B 33 93 3F F0,
25.8527,1.15,12.923799514770508,1.1501994132995605,1.1500009298324585,35.257144927978516,6,0,DF 07 03 08 16 01 02 E2 C7 4E 41 BC 39 93 3F 06 00 00 00 51 07 0D 42 3B 33 93 3F 0A,
25.8982,1.15,12.923717498779297,1.1502032279968262,1.1500009298324585,35.257144927978516,6,0,DF 07 03 08 16 01 02 8C C7 4E 41 DC 39 93 3F 06 00 00 00 51 07 0D 42 3B 33 93 3F 40,
25.9419,1.15,12.923595428466797,1.1502032279968262,1.1500009298324585,35.257144927978516,6,0,DF 07 03 08 16 01 02 0C C7 4E 41 DC 39 93 3F 06 00 00 00 51 07 0D 42 3B 33 93 3F C0,
26.0767,1.15,12.923677444458008,1.150280237197876,1.1500009298324585,35.288917541503906,7,0,DF 07 03 08 16 01 02 62 C7 4E 41 62 3C 93 3F 07 00 00 00 DA 27 0D 42 3B 33 93 3F 37,
26.2115,1.15,12.923301696777344,1.1502513885498047,1.1500009298324585,35.288917541503906,7,0,DF 07 03 08 16 01 02 D8 C5 4E 41 70 3B 93 3F 07 00 00 00 DA 27 0D 42 3B 33 93 3F B6,
26.2586,1.15,12.923254013061523,1.1502273082733154,1.1500009298324585,35.325653076171875,7,0,DF 07 03 08 16 01 02 A6 C5 4E 41 A6 3A 93 3F 07 00 00 00 78 4D 0D 42 3B 33 93 3F EF,
26.3924,1.15,12.923049926757812,1.1502234935760498,1.1500009298324585,35.325653076171875,7,0,DF 07 03 08 16 01 02 D0 C4 4E 41 86 3A 93 3F 07 00 00 00 78 4D 0D 42 3B 33 93 3F E6,
26.4378,1.15,12.923131942749023,1.1501953601837158,1.1500009298324585,35.362396240234375,7,0,DF 07 03 08 16 01 02 26 C5 4E 41 9A 39 93 3F 07 00 00 00 18 73 0D 42 3B 33 93 3F B6,
26.5953,1.15,12.922618865966797,1.1503651142120361,1.1500009298324585,35.362396240234375,7,0,DF 07 03 08 16 01 02 0C C3 4E 41 2A 3F 93 3F 07 00 00 00 18 73 0D 42 3B 33 93 3F 3C,
26.6623,1.15,12.922576904296875,1.1502926349639893,1.1500009298324585,35.39753341674805,7,0,DF 07 03 08 16 01 02 E0 C2 4E 41 CA 3C 93 3F 07 00 00 00 13 97 0D 42 3B 33 93 3F AD,
